a+,0.0
abound,0.17
abounds,0.14
abundance,0.11
abundant,0.12
accessable,0.1
accessible,0.1
acclaim,0.14
acclaimed,0.11
acclamation,0.09
accolade,0.12
accolades,0.11
accommodative,0.08
accomodative,0.08
accomplish,0.1
accomplished,0.08
accomplishment,0.07
accomplishments,0.07
accurate,0.12
accurately,0.1
achievable,0.1
achievement,0.09
achievements,0.08
achievible,0.1
acumen,0.17
adaptable,0.11
adaptive,0.12
adequate,0.12
adjustable,0.1
admirable,0.11
admirably,0.11
admiration,0.1
admire,0.17
admirer,0.14
admiring,0.12
admiringly,0.1
adorable,0.12
adore,0.2
adored,0.17
adorer,0.17
adoring,0.14
adoringly,0.11
adroit,0.17
adroitly,0.12
adulate,0.14
adulation,0.11
adulatory,0.11
advanced,0.12
advantage,0.11
advantageous,0.08
advantageously,0.07
advantages,0.1
adventuresome,0.08
adventurous,0.09
advocate,0.12
advocated,0.11
advocates,0.11
affability,0.1
affable,0.14
affably,0.14
affectation,0.09
affection,0.11
affectionate,0.08
affinity,0.12
affirm,0.17
affirmation,0.09
affirmative,0.09
affluence,0.11
affluent,0.12
afford,0.17
affordable,0.1
affordably,0.1
afordable,0.11
agile,0.2
agilely,0.14
agility,0.14
agreeable,0.11
agreeableness,0.08
agreeably,0.11
all-around,0.0
alluring,0.12
alluringly,0.1
altruistic,0.1
altruistically,0.07
amaze,0.2
amazed,0.17
amazement,0.11
amazes,0.17
amazing,0.14
amazingly,0.11
ambitious,0.11
ambitiously,0.09
ameliorate,0.1
amenable,0.12
amenity,0.14
amiability,0.1
amiabily,0.12
amiable,0.14
amicability,0.09
amicable,0.12
amicably,0.12
amity,0.2
ample,0.2
amply,0.2
amuse,0.2
amusing,0.14
amusingly,0.11
angel,0.2
angelic,0.14
apotheosis,0.1
appeal,0.17
appealing,0.11
applaud,0.14
appreciable,0.09
appreciate,0.1
appreciated,0.09
appreciates,0.09
appreciative,0.08
appreciatively,0.07
appropriate,0.09
approval,0.12
approve,0.14
ardent,0.17
ardently,0.12
ardor,0.2
articulate,0.1
aspiration,0.1
aspirations,0.09
aspire,0.17
assurance,0.11
assurances,0.1
assure,0.17
assuredly,0.11
assuring,0.12
astonish,0.12
astonished,0.1
astonishing,0.09
astonishingly,0.08
astonishment,0.08
astound,0.14
astounded,0.11
astounding,0.1
astoundingly,0.08
astutely,0.12
attentive,0.11
attraction,0.1
attractive,0.1
attractively,0.08
attune,0.17
audible,0.14
audibly,0.14
auspicious,0.1
authentic,0.11
authoritative,0.08
autonomous,0.1
available,0.11
aver,0.25
avid,0.25
avidly,0.17
award,0.2
awarded,0.14
awards,0.17
awe,0.33
awed,0.25
awesome,0.14
awesomely,0.11
awesomeness,0.09
awestruck,0.11
awsome,0.17
backbone,0.12
balanced,0.12
bargain,0.14
beauteous,0.11
beautiful,0.11
beautifullly,0.08
beautifully,0.09
beautify,0.12
beauty,0.17
beckon,0.17
beckoned,0.12
beckoning,0.11
beckons,0.14
believable,0.1
believeable,0.09
beloved,0.14
benefactor,0.1
beneficent,0.1
beneficial,0.1
beneficially,0.08
beneficiary,0.09
benefit,0.14
benefits,0.12
benevolence,0.09
benevolent,0.1
benifits,0.12
best,0.25
best-known,0.1
best-performing,0.07
best-selling,0.08
better,0.17
better-known,0.08
better-than-expected,0.05
beutifully,0.1
blameless,0.11
bless,0.2
blessing,0.12
bliss,0.2
blissful,0.12
blissfully,0.1
blithe,0.17
blockbuster,0.09
bloom,0.2
blossom,0.14
bolster,0.14
bonny,0.2
bonus,0.2
bonuses,0.14
boom,0.25
booming,0.14
boost,0.2
boundless,0.11
bountiful,0.11
brainiest,0.11
brainy,0.17
brand-new,0.0
brave,0.2
bravery,0.14
bravo,0.2
breakthrough,0.08
breakthroughs,0.08
breathlessness,0.07
breathtaking,0.08
breathtakingly,0.07
breeze,0.17
bright,0.17
brighten,0.12
brighter,0.12
brightest,0.11
brilliance,0.1
brilliances,0.09
brilliant,0.11
brilliantly,0.09
brisk,0.2
brotherly,0.11
bullish,0.14
buoyant,0.14
cajole,0.17
calm,0.25
calming,0.14
calmness,0.12
capability,0.1
capable,0.14
capably,0.14
captivate,0.11
captivating,0.09
carefree,0.12
cashback,0.12
cashbacks,0.11
catchy,0.17
celebrate,0.11
celebrated,0.1
celebration,0.09
celebratory,0.09
champ,0.2
champion,0.12
charisma,0.12
charismatic,0.09
charitable,0.1
charm,0.2
charming,0.12
charmingly,0.1
chaste,0.17
cheaper,0.14
cheapest,0.12
cheer,0.2
cheerful,0.12
cheery,0.17
cherish,0.14
cherished,0.11
cherub,0.17
chic,0.25
chivalrous,0.1
chivalry,0.12
civility,0.12
civilize,0.12
clarity,0.14
classic,0.14
classy,0.17
clean,0.2
cleaner,0.14
cleanest,0.12
cleanliness,0.09
cleanly,0.14
clear,0.2
clear-cut,0.11
cleared,0.14
clearer,0.14
clearly,0.14
clears,0.17
clever,0.17
cleverly,0.12
cohere,0.17
coherence,0.11
coherent,0.12
cohesive,0.12
colorful,0.12
comely,0.17
comfort,0.14
comfortable,0.09
comfortably,0.09
comforting,0.1
comfy,0.2
commend,0.14
commendable,0.09
commendably,0.09
commitment,0.1
commodious,0.1
compact,0.14
compactly,0.11
compassion,0.1
compassionate,0.08
compatible,0.1
competitive,0.09
complement,0.1
complementary,0.08
complemented,0.08
complements,0.09
compliant,0.11
compliment,0.1
complimentary,0.08
comprehensive,0.08
conciliate,0.1
conciliatory,0.08
concise,0.14
confidence,0.1
confident,0.11
congenial,0.11
congratulate,0.08
congratulation,0.07
congratulations,0.07
congratulatory,0.07
conscientious,0.08
considerate,0.09
consistent,0.1
consistently,0.08
constructive,0.08
consummate,0.1
contentment,0.09
continuity,0.1
contrasty,0.11
contribution,0.08
convenience,0.09
convenient,0.1
conveniently,0.08
convience,0.11
convienient,0.09
convient,0.12
convincing,0.1
convincingly,0.08
cool,0.25
coolest,0.14
cooperative,0.09
cooperatively,0.08
cornerstone,0.09
correct,0.14
correctly,0.11
cost-effective,0.07
cost-saving,0.0
counter-attack,-0.07
counter-attacks,-0.07
courage,0.14
courageous,0.1
courageously,0.08
courageousness,0.07
courteous,0.11
courtly,0.14
covenant,0.12
cozy,0.25
creative,0.12
credence,0.12
credible,0.12
crisp,0.2
crisper,0.14
cure,0.25
cure-all,0.12
cushy,0.2
cute,0.25
cuteness,0.12
danke,0.2
danken,0.17
daring,0.17
daringly,0.12
darling,0.14
dashing,0.14
dauntless,0.11
dawn,0.25
dazzle,0.17
dazzled,0.14
dazzling,0.12
dead-cheap,-0.2
dead-on,-0.14
decency,0.14
decent,0.17
decisive,0.12
decisiveness,0.08
dedicated,0.11
defeat,0.17
defeated,0.12
defeating,0.11
defeats,0.14
defender,0.12
deference,0.11
deft,0.25
deginified,0.1
delectable,0.1
delicacy,0.12
delicate,0.12
delicious,0.11
delight,0.14
delighted,0.11
delightful,0.1
delightfully,0.08
delightfulness,0.07
dependable,0.1
dependably,0.1
deservedly,0.1
deserving,0.11
desirable,0.11
desiring,0.12
desirous,0.12
destiny,0.14
detachable,0.1
devout,0.17
dexterous,0.11
dexterously,0.09
dextrous,0.12
dignified,0.11
dignify,0.14
dignity,0.14
diligence,0.11
diligent,0.12
diligently,0.1
diplomatic,0.1
dirt-cheap,-0.2
distinction,0.09
distinctive,0.09
distinguished,0.08
diversified,0.09
divine,0.17
divinely,0.12
dominate,0.12
dominated,0.11
dominates,0.11
dote,0.25
dotingly,0.12
doubtless,0.11
dreamland,0.11
dumbfounded,0.09
dumbfounding,0.08
dummy-proof,0.0
durable,0.14
dynamic,0.14
eager,0.2
eagerly,0.14
eagerness,0.11
earnest,0.14
earnestly,0.11
earnestness,0.09
ease,0.25
eased,0.2
eases,0.0
easier,0.17
easiest,0.14
easiness,0.12
easing,0.17
easy,0.25
easy-to-use,0.09
easygoing,0.11
ebullience,0.1
ebullient,0.11
ebulliently,0.09
ecenomical,0.1
economical,0.1
ecstasies,0.11
ecstasy,0.14
ecstatic,0.12
ecstatically,0.08
edify,0.2
educated,0.12
effective,0.11
effectively,0.09
effectiveness,0.08
effectual,0.11
efficacious,0.09
efficient,0.11
efficiently,0.09
effortless,0.1
effortlessly,0.08
effusion,0.12
effusive,0.12
effusively,0.1
effusiveness,0.08
elan,0.25
elate,0.2
elated,0.17
elatedly,0.12
elation,0.14
electrify,0.11
elegance,0.12
elegant,0.14
elegantly,0.11
elevate,0.14
elite,0.2
eloquence,0.11
eloquent,0.12
eloquently,0.1
embolden,0.12
eminence,0.12
eminent,0.14
empathize,0.11
empathy,0.14
empower,0.14
empowerment,0.09
enchant,0.14
enchanted,0.11
enchanting,0.1
enchantingly,0.08
encourage,0.11
encouragement,0.08
encouraging,0.09
encouragingly,0.08
endear,0.17
endearing,0.11
endorse,0.14
endorsed,0.12
endorsement,0.09
endorses,0.12
endorsing,0.11
energetic,0.11
energize,0.12
energy-efficient,0.06
energy-saving,0.0
engaging,0.12
engrossing,0.1
enhance,0.14
enhanced,0.12
enhancement,0.09
enhances,0.12
enjoy,0.2
enjoyable,0.11
enjoyably,0.11
enjoyed,0.14
enjoying,0.12
enjoyment,0.11
enjoys,0.17
enlighten,0.11
enlightenment,0.08
enliven,0.14
ennoble,0.14
enough,0.17
enrapt,0.17
enrapture,0.11
enraptured,0.1
enrich,0.17
enrichment,0.1
enterprising,0.08
entertain,0.11
entertaining,0.08
entertains,0.1
enthral,0.14
enthrall,0.12
enthralled,0.1
enthuse,0.14
enthusiasm,0.1
enthusiast,0.1
enthusiastic,0.08
enthusiastically,0.06
entice,0.17
enticed,0.14
enticing,0.12
enticingly,0.1
entranced,0.11
entrancing,0.1
entrust,0.14
enviable,0.12
enviably,0.12
envious,0.0
enviously,0.0
enviousness,0.0
envy,0.25
equitable,0.11
ergonomical,0.09
err-free,0.0
erudite,0.14
ethical,0.14
eulogize,0.12
euphoria,0.12
euphoric,0.12
euphorically,0.08
evaluative,0.1
evenly,0.17
eventful,0.12
everlasting,0.09
evocative,0.11
exalt,0.2
exaltation,0.1
exalted,0.14
exaltedly,0.11
exalting,0.12
exaltingly,0.1
examplar,0.12
examplary,0.11
excallent,0.11
exceed,0.17
exceeded,0.12
exceeding,0.11
exceedingly,0.09
exceeds,0.14
excel,0.2
exceled,0.14
excelent,0.12
excellant,0.11
excelled,0.12
excellence,0.1
excellency,0.1
excellent,0.11
excellently,0.09
excels,0.17
exceptional,0.09
exceptionally,0.08
excite,0.17
excited,0.14
excitedly,0.11
excitedness,0.09
excitement,0.1
excites,0.14
exciting,0.12
excitingly,0.1
exellent,0.12
exemplar,0.12
exemplary,0.11
exhilarate,0.1
exhilarating,0.08
exhilaratingly,0.07
exhilaration,0.08
exonerate,0.11
expansive,0.11
expeditiously,0.08
expertly,0.12
exquisite,0.11
exquisitely,0.09
extol,0.2
extoll,0.17
extraordinarily,0.07
extraordinary,0.08
exuberance,0.1
exuberant,0.11
exuberantly,0.09
exult,0.2
exultant,0.12
exultation,0.1
exultingly,0.1
eye-catch,0.0
eye-catching,0.0
eyecatch,0.12
eyecatching,0.09
fabulous,0.12
fabulously,0.1
facilitate,0.1
fair,0.25
fairly,0.17
fairness,0.12
faith,0.2
faithful,0.12
faithfully,0.1
faithfulness,0.08
fame,0.25
famed,0.2
famous,0.17
famously,0.12
fancier,0.14
fancinating,0.09
fancy,0.2
fanfare,0.14
fans,0.0
fantastic,0.11
fantastically,0.08
fascinate,0.11
fascinating,0.09
fascinatingly,0.08
fascination,0.09
fashionable,0.09
fashionably,0.09
fast,0.25
fast-growing,0.08
fast-paced,0.1
faster,0.17
fastest,0.14
fastest-growing,0.07
faultless,0.11
fav,0.33
fave,0.25
favor,0.2
favorable,0.11
favored,0.14
favorite,0.12
favorited,0.11
favour,0.17
fearless,0.12
fearlessly,0.1
feasible,0.12
feasibly,0.12
feat,0.25
feature-rich,0.08
fecilitous,0.1
feisty,0.17
felicitate,0.1
felicitous,0.1
felicity,0.12
fertile,0.14
fervent,0.14
fervently,0.11
fervid,0.17
fervidly,0.12
fervor,0.17
festive,0.14
fidelity,0.12
fiery,0.2
fine,0.25
fine-looking,0.08
finely,0.17
finer,0.2
finest,0.17
firmer,0.17
first-class,0.0
first-in-class,0.0
first-rate,0.0
flashy,0.17
flatter,0.14
flattering,0.1
flatteringly,0.08
flawless,0.12
flawlessly,0.1
flexibility,0.09
flexible,0.12
flourish,0.12
flourishing,0.09
fluent,0.17
flutter,0.14
fond,0.25
fondly,0.17
fondness,0.12
foolproof,0.11
foremost,0.12
foresight,0.11
formidable,0.1
fortitude,0.11
fortuitous,0.1
fortuitously,0.08
fortunate,0.11
fortunately,0.09
fortune,0.14
fragrant,0.12
free,0.25
freed,0.2
freedom,0.14
freedoms,0.12
fresh,0.2
fresher,0.14
freshest,0.12
friendliness,0.08
friendly,0.12
frolic,0.17
frugal,0.17
fruitful,0.12
ftw,0.33
fulfillment,0.09
fun,0.33
futurestic,0.1
futuristic,0.1
gaiety,0.17
gaily,0.2
gain,0.25
gained,0.17
gainful,0.14
gainfully,0.11
gaining,0.14
gains,0.2
gallant,0.14
gallantly,0.11
galore,0.17
geekier,0.14
geeky,0.2
gem,0.33
gems,0.25
generosity,0.1
generous,0.12
generously,0.1
genial,0.17
genius,0.17
gentle,0.17
gentlest,0.12
genuine,0.14
gifted,0.17
glad,0.25
gladden,0.14
gladly,0.17
gladness,0.12
glamorous,0.11
glee,0.25
gleeful,0.14
gleefully,0.11
glimmer,0.14
glimmering,0.1
glisten,0.14
glistening,0.1
glitter,0.14
glitz,0.2
glorify,0.14
glorious,0.12
gloriously,0.1
glory,0.2
glow,0.25
glowing,0.14
glowingly,0.11
god-given,0.0
god-send,0.0
godlike,0.14
godsend,0.14
gold,0.25
golden,0.17
good,0.25
goodly,0.17
goodness,0.12
goodwill,0.12
goood,0.2
gooood,0.17
gorgeous,0.12
gorgeously,0.1
grace,0.2
graceful,0.12
gracefully,0.1
gracious,0.12
graciously,0.1
graciousness,0.08
grand,0.2
grandeur,0.12
grateful,0.12
gratefully,0.1
gratification,0.08
gratified,0.11
gratifies,0.11
gratify,0.14
gratifying,0.1
gratifyingly,0.08
gratitude,0.11
great,0.2
greatest,0.12
greatness,0.11
grin,0.25
groundbreaking,0.07
guarantee,0.11
guidance,0.12
guiltless,0.11
gumption,0.12
gush,0.25
gusto,0.2
gutsy,0.2
hail,0.25
halcyon,0.14
hale,0.25
hallmark,0.12
hallmarks,0.11
hallowed,0.12
handier,0.14
handily,0.14
hands-down,0.0
handsome,0.12
handsomely,0.1
handy,0.2
happier,0.14
happily,0.14
happiness,0.11
happy,0.2
hard-working,-0.08
hardier,0.14
hardy,0.2
harmless,0.12
harmonious,0.1
harmoniously,0.08
harmonize,0.11
harmony,0.14
headway,0.14
heal,0.25
healthful,0.11
healthy,0.14
hearten,0.14
heartening,0.1
heartfelt,0.11
heartily,0.12
heartwarming,0.08
heaven,0.17
heavenly,0.12
helped,0.17
helpful,0.14
helping,0.14
hero,0.25
heroic,0.17
heroically,0.1
heroine,0.14
heroize,0.14
heros,0.2
high-quality,0.0
high-spirited,0.08
hilarious,0.11
holy,0.25
homage,0.17
honest,0.17
honesty,0.14
honor,0.2
honorable,0.11
honored,0.14
honoring,0.12
hooray,0.17
hopeful,0.14
hospitable,0.1
hot,0.33
hotcake,0.14
hotcakes,0.12
hottest,0.14
hug,0.33
humane,0.17
humble,0.17
humility,0.12
humor,0.2
humorous,0.12
humorously,0.1
humour,0.17
humourous,0.11
ideal,0.2
idealize,0.12
ideally,0.14
idol,0.25
idolize,0.14
idolized,0.12
idyllic,0.14
illuminate,0.1
illuminati,0.1
illuminating,0.08
illumine,0.12
illustrious,0.09
ilu,0.33
imaculate,0.11
imaginative,0.09
immaculate,0.1
immaculately,0.08
immense,0.14
impartial,0.11
impartiality,0.08
impartially,0.09
impassioned,0.09
impeccable,0.1
impeccably,0.1
important,0.11
impress,0.14
impressed,0.11
impresses,0.11
impressive,0.1
impressively,0.08
impressiveness,0.07
improve,0.14
improved,0.12
improvement,0.09
improvements,0.08
improves,0.12
improving,0.11
incredible,0.1
incredibly,0.1
indebted,0.12
individualized,0.07
indulgence,0.1
indulgent,0.11
industrious,0.09
inestimable,0.09
inestimably,0.09
inexpensive,0.09
infallibility,0.08
infallible,0.1
infallibly,0.1
influential,0.09
ingenious,0.11
ingeniously,0.09
ingenuity,0.11
ingenuous,0.11
ingenuously,0.09
innocuous,0.11
innovation,0.1
innovative,0.1
inpressed,0.11
insightful,0.1
insightfully,0.08
inspiration,0.09
inspirational,0.08
inspire,0.14
